query,intent
find a recipe for baked ziti,recipe
that s enough don t say anymore please,cancel
spell aaron for me,spelling
i need dinner ideas,meal_suggestion
what was the location of your birth,where_are_you_from
give me the weather forecast for today,out_of_scope
i need to pay my electric bill,pay_bill
is a bar close to my church,directions
is there any way you can decrease your speaking rate,change_speed
what type of plug do they use in mexico,plug_type
i need to know why my card was just declined at walgreen s,card_declined
am i supposed to attend any meetings today,meeting_schedule
will my order be here by saturday,order_status
will the anti vaxxers die off if no one gives them vaccines,out_of_scope
what is the square root of 104,calculator
please change the ai name,change_ai_name
am i in charge of you,who_do_you_work_for
i didn t understand what you just said can you repeat it,repeat
can you tell me dollars to franks,exchange_rate
tell me my tires air pressure,tire_pressure
change the volume to 4 now please,change_volume
find my credit score for me,credit_score
can you connect to my phone,sync_device
i want the female voice,change_accent
is dan aware of any meetings with me today,meeting_schedule
could a hotel be booked for me in afghanistan at the zoo for the 10th to the 15th,book_hotel
what sort of gas does the car need,gas_type
tell bill and craig where i am,share_location
what do you need to jump a car,jump_start
what are your hobbies exactly,what_are_your_hobbies
are you a human or a bot,are_you_a_bot
is vacuuming on my list of things to do,todo_list
i couldn t say either could be possible,maybe
how soon until i will need to get my oil changed,oil_change_when
i want to know how busy ruby tuesday will be at around 8 45 pm,how_busy
do you like cats or dogs more,do_you_have_pets
text jean and tell him to call work,text
i need la s time zone,timezone
who can send me a w2 so i can complete my taxes,w2
how long does pizza take to cook,cook_time
i d like to buy a lamp online,order
what s on my reminder list today,reminder
what s the exhange rate between mxn and gbp,exchange_rate
what s my health plan,insurance
i d like to change the pin number on my visa account,pin_change
how much pto has been used on my behalf,pto_used
play the song called amazing grace,play_music
can i move some money between my two accounts,transfer
how many years have you been operating,how_old_are_you
did i buy too many donuts recently like last week,spending_history
what are some good sushi restaurants in reno,restaurant_suggestion
how is your day,greeting
look up the email address of the local police,out_of_scope
what is the number of remaining rewards points on my chase card,rewards_balance
please note vacuuming on my to do list,todo_list_update
would you roll the dice,roll_dice
i need an uber for 2 for orlando,uber
are you a human,are_you_a_bot
louder please,change_volume
hey there,greeting
i want a timer set,timer
please stop doing that,cancel
what s the traffic like around the stadium,traffic
tell me my income,income
my card is cracked and i want to report it,damaged_card
what points were earned on my mastercard,rewards_balance
in the eastern timezone what time is it now,time
can i use coconut oil instead of olive oil,ingredient_substitution
which food do you give your pets,do_you_have_pets
connect with my phone please,sync_device
please find out the status of my vacation request,pto_request_status
now tell me my credit card s apr,apr
i d like it to be louder,change_volume
how long is the ride to phoenix,distance
i would love to find a few vegan restaurants in back bay,restaurant_suggestion
where is my w 2,w2
greetings to you,greeting
how is the traffic near lexington,traffic
use female voice now instead,change_accent
it would be great if you could tell me my credit card s apr,apr
talk to you later,goodbye
can you tell me where my item is,order_status
make sure my reservation at umami with carl is canceled,cancel_reservation
what are the international transactions fees for my industrial bank card,international_fees
how do i locate my credit score,credit_score
when will my card come,replacement_card_duration
will you please repeat what you said,repeat
you can call me alan,change_user_name
what is the largest state in the us,out_of_scope
play the song after this,next_song
i need to know the conversion between teaspoons and tablespoons,measurement_conversion
what are the best sushi restaurants in reno,restaurant_suggestion
how do i get my rewards from my visa card,redeem_rewards
can you see if i can make an appointment to have my oil changed,schedule_maintenance
what oil should i use for an oil change and how do i do it,oil_change_how
speed up your rate of speech,change_speed
does wendy s have good reviews,restaurant_reviews
what gas does that car currently use,gas_type
goodbye,goodbye
please change your response language to english,change_language
i want to update you name now,change_ai_name
my credit card got stolen and i need to know how long it will be before a new on arrives,replacement_card_duration
please set the temperature to 70 f,smart_home
cumin may be substituted for tumeric,ingredient_substitution
hello how are things,greeting
on the speaker what song is playing,what_song
what s the meaning of this life,meaning_of_life
show me my transactions within the past week,transactions
what time is it in paris,time
what were indians like 100 years ago,out_of_scope
how many days off did i use so far,pto_used
my report card was stolen,report_lost_card
what s your designation,user_name
i need to know how to order checks for my bank of america account,order_checks
i need to report some fraudulent card activity,report_fraud
is my meeting with frank on my list of reminders,reminder
tell me how to find my current location,current_location
set temperature to 75,smart_home
no that isn t it,no
have i been spending a lot on food lately,spending_history
can you call me a different name,change_user_name
i arrived on delta flight ab123 from juno but my luggage doesn t appear to have come with me,lost_luggage
can you recommend thai food,meal_suggestion
is the air pressure on my tires low,tire_pressure
help me change my oil,oil_change_how
look up a good broker for mutual funds,out_of_scope
read me a step by step guide on jump starting cars,jump_start
yes i do like that,yes
how do you like to spend your free time,what_are_your_hobbies
do you know if my vacation request has been approved,pto_request_status
can you tell me how many calories are in cookies,calories
please turn off your wifi from my phone,sync_device
can i get vacation day totals i have left,pto_balance
will my credit card be mailed soon,replacement_card_duration
i need you to confirm my reservation for tomorrow at 3 pm,confirm_reservation
where is your country of origin,where_are_you_from
would you tell me my credit score,credit_score
can you place an order for the olive oil i just finished,order
who invented custardo,out_of_scope
how do i stop the beeping noise when my seatbelt is off in my honda civic,out_of_scope
have my tires got adequate amounts of air in them,tire_pressure
start the timer,timer
will you tell me the interest rate,interest_rate
would you tell me when i should replace my tires next if i last replaced them on june 2,tire_change
what do i need to do in order to redeem my credit card points,redeem_rewards
can you set a 30 second timer,timer
my name is what,user_name
who do i work for,who_do_you_work_for
tell john and sam where i am,share_location
rescind,cancel
how would i go about setting up a direct deposit,direct_deposit
what s today s high and low,weather
i have no clue,maybe
yes that is correct,yes
about how many vacation days have i taken,pto_used
has my vacation request been approved,pto_request_status
when is my next day off,next_holiday
can you add that to my chillwave playlist,update_playlist
how do i get to the nearest post office,directions
i have points on my capital one card and i d like to know how many i ve earned,rewards_balance
can i switch in almond butter for peanut butter,ingredient_substitution
look up articles on the green dry cleaning industry,out_of_scope
find articles about the protests in parisi,out_of_scope
please define erection for me,definition
i need to transfer ten dollars from my bank of america account to my capital one account,transfer
so why was my card declined yesterday,card_declined
please tell me if you are a bot,are_you_a_bot
i was just at target and they declined my card and i can t understand why,card_declined
what day did i last take my car in,last_maintenance
set a 10 minute timer,timer
can you check to see if my order has been delivered please,order_status
go my to checking account and switch my pin to 1234,pin_change
i think i made a fraudulent transaction,report_fraud
pizza has which ingredients,ingredients_list
make a reminder to change the cat litter,reminder_update
please add this song to my study playlist,update_playlist
what is the expiration date for those eg,food_last
set an alarm for lunch and another for dinner,alarm
do you have any funny jokes you can tell,tell_joke
how do i report a fraudulent charge on my visa,report_fraud
can you tell me when my credit card application will be processed,application_status
i would like to transfer from one account to my second one,transfer
add cherrios to the shopping list,shopping_list_update
can you purchase underpants for me,order
how can i make my credit score better,improve_credit_score
you are correct,yes
steve needs to know my location,share_location
what have i spent on fast food recently,spending_history
what exactly is my credit limit,credit_limit
what do i have left in the gas tank,gas
is my application processed for credit card,application_status
what are the transaction fee using our card in florence if any,international_fees
how long will it be for me to get a new card,replacement_card_duration
what airlines have flights round trip on april 1st to april 7th from lax to sfo,book_flight
what street am i on right now,current_location
does russia have any travel alerts i should be aware of,travel_alert
i want to shop for new insurance plans,insurance_change
how much in taxes will i owe,taxes
what is the weather report for seattle,weather
how many sick personal and vacation days have i billed so far this year,pto_used
i need to know how many cups are in a two gallons,measurement_conversion
how long can i leave pizza in the fridge,food_last
change voice to female,change_accent
do you know how to change car oil,oil_change_how
what is needed for setting up direct deposit,direct_deposit
can you tell a joke,tell_joke
ai what should i call you,what_is_your_name
how can i get a new credit card,new_card
would you please order me more checkbooks for my b of t account,order_checks
how many days off have i taken so far this year,pto_used
can you tell me what 30 off 235 is,calculator
tell me a dirty joke,tell_joke
can i get peppers instead of onions,ingredient_substitution
how many vacation days are remaining on my time,pto_balance
do i have to contact someone to use my credit card points,redeem_rewards
is there anything on my todo list for taking out the trash,todo_list
slow the speech down,change_speed
how much interest is my nfcu accrueing,interest_rate
what s the best style shoe to wear to the prom,out_of_scope
i want your volume louder,change_volume
what does serendipity mean,definition
i need to reset my pin number,pin_change
i don t really know,maybe
to what extent until the following three day weekend,next_holiday
you know the reservation i have on 2 00 friday i confirm it,confirm_reservation
can i use strawberries instead of pineapples for this,ingredient_substitution
tell me what day it is,date
what is the cost of four double a batteries,out_of_scope
give me kilograms to pounds,measurement_conversion
can i call you betty,change_ai_name
10 minute timer,timer
how long have you been around ai,how_old_are_you
will there be a wait time at this restaurant,how_busy
how long can i keep macaroni in the fridge before it spoils,food_last
can you sync up with my phone,sync_device
can you cancel my dinner reservation,cancel_reservation
how do i decide on a good first tattoo,out_of_scope
is the traffic bad going downtown right now,traffic
where can i find my rewards for my chase card,rewards_balance
how much air do i have in my tires,tire_pressure
what should you do if your laundry machine is making a high pitched whine,out_of_scope
i want a cancellation of the dinner reservation for phillips at bernardin s,cancel_reservation
ai tell me what things i should ask of you,what_can_i_ask_you
i need to find my phone,find_phone
all right,yes
for what reason did my card get declined,card_declined
could you please track my package,order_status
you are a bot aren t you,are_you_a_bot
what signs should i look for to know if i should change my tires,tire_change
take tennis practice off my to do list,todo_list_update
my account shows a transaction that i didn t make from foot locker,report_fraud
update me on the status of my credit card application,application_status
please give me the full balance on my water bill,bill_balance
i need to know how to spell friend,spelling
please confirm my reservation for bar les freres at 7,confirm_reservation
what s the proper subject verb order in japanese,out_of_scope
when will my flight land,flight_status
can you unlock my bank account,account_blocked
can you give me an overview of what march 23 will look like for me,calendar
that s not correct,no
what is the square root of 10500,calculator
thanks for helping out,thank_you
what is the current exchange rate for the dollar and the yen,exchange_rate
the timezone of italy is what,timezone
what is the timezone for houston,timezone
what s the limit on my american express card,credit_limit
how many meters are in 2 inches,measurement_conversion
what company do you work for,who_do_you_work_for
i forgot my pin number for my credit union bank account can you help,pin_change
do you know who you report to,who_do_you_work_for
what would the word for grass be in finland,translate
can i begin calling you dave,change_ai_name
what can i do in nashville,travel_suggestion
tell me any events scheduled on my calendar for april 15,calendar
my credit limit needs to me changed,credit_limit_change
find for me a hotel with great reviews in ho chi minh,book_hotel
can you say that again please,repeat
what time is in over there in pacific standard time,time
my water bill is how much this month,bill_balance
do they take reservations at bar tartine,accept_reservations
i need you to repeat that please,repeat
get me a copy of a book on negotiation in the workplace,out_of_scope
what do you call someone who was born in segovia,out_of_scope
should i get shots if i m going to go to thailand,vaccines
tell me my interest rate,interest_rate
what shots are required to go out of the country,vaccines
am i speaking with ai or a real live person,are_you_a_bot
can you connect to my phone please,sync_device
what is the time,time
what kind of hobbies do you have,what_are_your_hobbies
is kaya busy around 5 pm,how_busy
book me a hotel in pittsburgh near grant street for 3 15 through 3 18,book_hotel
set the volume to 4 now,change_volume
if you had to choose would you choose a cat or a dog,do_you_have_pets
i want to hear my shower playlist,play_music
how soon is my next day off,next_holiday
forget my previous command,cancel
i would like to have an alarm set for me,alarm
i can not thank you enough,thank_you
is it okay to listen to elvis music,play_music
when is it right now,time
tell me what time zone portugal uses,timezone
show me my routing number for account finishing in 29309,routing
how many gallons do i have left in my gas tank,gas
what is the time right now in the peruvian time zone,time
please check the status of my mastercard application,application_status
i have suspicious charges on my discovery card,report_fraud
i want you to change your accent to the male british one,change_accent
has my credit card application been processed yet,application_status
can you text mary and tell them it s ready,text
what are my benefits with this insurance,insurance
do you have instructions on jump starting a chevy,jump_start
remove my todo list,todo_list_update
i m going to be going to canada soon do they require a visa for entry,international_visa
start playing my black metal playlist,play_music
what day of the month is it,date
i need you to make my bank aware that i will be visiting taiwan from the 22nd of february until the 3rd of march,travel_notification
would you let me know who programmed you,who_made_you
can you read my gas level,gas
who made the ai,who_made_you
can you dim the brightness of my screen,out_of_scope
i m uncertain,maybe
will you call and check on my reservation for john at bardenay,confirm_reservation
i have had pizza in the fridge since monday so is it safe to eat,food_last
who do i call to report my card as lost,report_lost_card
do women still bare their chests for beads at mardi gras,out_of_scope
how do i change my billing address,out_of_scope
what number of days do i have for vacation,pto_balance
what are the carry on limits for delta,carry_on
how many vacation days do i have remaining please,pto_balance
i need to know what the most recent update is on the status of my online purchase,order_status
can you get me simple instructions on how to do an oil change,oil_change_how
i need help paying my electric bill,pay_bill
on pets what kind do you have,do_you_have_pets
have i been spending a lot on roast beef lately,spending_history
ai refer to me as deb when answering me,change_user_name
what am i supposed to do if i lost my luggage,lost_luggage
i want to schedule a tire check up somewhere,schedule_maintenance
what was your place of creation,where_are_you_from
how can i charge my car battery when it s dead,jump_start
i want you to disconnect from my phone,sync_device
do you think our lives have purpose or meaning,meaning_of_life
let me know the minimum i can pay on my cable bill,min_payment
is checking the mail on my list of reminder,reminder
can you tell me why there s a hold on my mutualone account,account_blocked
i need you to speak faster,change_speed
i need to know how much i should pay in tax,taxes
help me freeze my bank account please,freeze_account
my visa was stolen,report_lost_card
how healthy is pumpkin pie,nutrition_info
name some tourist things to do in chicago,travel_suggestion
an atm ate my card how do i report it,damaged_card
how often should i get my tires changed,tire_change
either of them could be i m not sure,maybe
can i hear the beatles,play_music
i didn t hear say it again please,repeat
what s the current amount of vacation owed to me,pto_balance
who do you job for,who_do_you_work_for
i prefer female voice now,change_accent
which song is playing,what_song
how much for a samurai sword,out_of_scope
i haven t heard if my request for time off for vacation has been approved can you get an update for me,pto_request_status
to charge my phone in india will i need a plug converter,plug_type
how many ounces in a gallon,measurement_conversion
i would like to know flight dl123 s status,flight_status
you wrote what for my name,user_name
you are so nice to think of me,thank_you
that is erroneous,no
i want whisper mode,whisper_mode
are there any apartments for rent nearby,out_of_scope
when will world war 3 begin,out_of_scope
in o hare lost luggage on flight america airlines,lost_luggage
i didn t hear please say it again,repeat
where can i find a page showing my how to change my oil,oil_change_how
what casino game has the best odds,out_of_scope
what transactions do i have on groceries from yesterday,transactions
what s the way you refer to me,user_name
how many miles per gallon am i getting,mpg
take me to the next song on this playlist,next_song
how many saved days of vacation time do i have,pto_balance
do i have enough credit card points to redeem a new appliance,redeem_rewards
list the steps for applying for an american express card,new_card
i need to find work help me connect to a local business through linkedin,out_of_scope
can i please know the credit limit for my citibank card,credit_limit
any idea where flight dl123 is right now,flight_status
use my boa account to pay the cable bill,pay_bill
i am needing you to look up roundtrip flights form houston to miami for april 12 and april 15,book_flight
which things are wanted to remember,reminder
how much money have i spent on fast food lately,spending_history
where can i locate my w 2 form,w2
has my credit card application been processed,application_status
where do you originate from,where_are_you_from
nice seeing you bye,goodbye
schedule a mechanic,schedule_maintenance
pull up instructions on how to jump start a car,jump_start
tell me how much my state taxes amount to,taxes
add song to media playlist,update_playlist
i need an alarm set for 9 am and another for 11 am,alarm
what is the protocol for requesting a vacation,pto_request
can i substitute lemon juice for vinegar,ingredient_substitution
find me a hotel with good reviews in phoenix,book_hotel
when was the term zombie first used,out_of_scope
what is 5 x 4,calculator
can you please confirm that i have a 6 00 pm table reserved under michelle solomon at devon s,confirm_reservation
in paris get me a hotel room for 4 people from march 1st to 3rd,book_hotel
do you mind if i ask your name,what_is_your_name
how soon should i replace my tires from yesterday,tire_change
i need to listen to my beyonce playlist,play_music
that s totally wrong ,no
please tell me my credit rating,credit_score
i would like to know the mpg for this car,mpg
can you count for me the total number of days off i have used,pto_used
i have a damaged card that needs replaced because my son dropped it in a blender,damaged_card
how do they say hello in brazil,translate
hey how s it going,greeting
turn it up please,change_volume
please connect yourself to my main phone,sync_device
can a samurai sword deflect a bullet,out_of_scope
name some awesome things about dogs,fun_fact
i am very grateful,thank_you
are there meeting rooms available between 9 10,schedule_meeting
please don t talk any further,cancel
is there an open meeting room between 2 and 4,schedule_meeting
what is the apr on my barclay s card,apr
your name is,what_is_your_name
nevermind cancel that,cancel
remind me to exercise,reminder_update
what s the persons name at my door,smart_home
what does my running list of stuff to do list,reminder
use my savings account to the pay the rent,pay_bill
what is my credit card interest rate,interest_rate
what interest rate am i getting currently from oak bank,interest_rate
can you put in a meeting for the blue room on friday,schedule_meeting
what does epicurean mean,definition
set an alarm for me please,alarm
how much are all my bills combined,bill_balance
remember to play the next number on this particular playlist,next_song
can you make me a reservation for 4 pm on the 22nd at ruth s,restaurant_reservation
i have to find the interest rate for my checking account,interest_rate
can you give me the car s mpg for the city,mpg
i want to know whether or not you are a pet owner,do_you_have_pets
i need your setting switched to whisper mode right away,whisper_mode
by chance would it be possible to reserve me a hotel in afghanistan at the zoo for the 10th to the 15th,book_hotel
im not going to dinner tonight,cancel_reservation
is my w2 available at the post office,w2
can you describe your hobbies to me,what_are_your_hobbies
give me tips on improving my credit score,improve_credit_score
review of my card apr,apr
can you tell me what is the meaning of life,meaning_of_life
how many calories do cheetos have,calories
please remind me of the tasks on my to do list,todo_list
what is global warming,out_of_scope
what do you do if you can t stop vomiting,out_of_scope
please tell me my location using gps,current_location
what is the ai s name,what_is_your_name
text alice,text
please tell me your date of birth,how_old_are_you
get me a list of universities that provide full scholarships in arizona,out_of_scope
when is payday,payday
give me some good restaurants,restaurant_suggestion
what do i need to do to cook a chicken,recipe
would you flip a coin,flip_coin
toss a coin and tell me what it lands on,flip_coin
i m traveling to ca soon and want to inform my bank,travel_notification
what year was jane austen born,out_of_scope
in the mst time zone what time is it right now,time
remove my dinner reservation,cancel_reservation
should i bring my socket converter while traveling to england,plug_type
i need to order new checks,order_checks
do i have to get a shot for travel to taiwan,vaccines
was my order brought here,order_status
how many days until i get my payment,payday
what s on the reminder list,reminder
what are the steps to jump start my car,jump_start
make sure my flower bar reservation is scheduled for tomorrow,confirm_reservation
end my reservation with carl at umami,cancel_reservation
say something hilarious,tell_joke
do they take reservations at arby s,accept_reservations
how long has it been since i was paid,payday
did my order ever get distributed today,order_status
i need a meeting room between 3 7 are any available,schedule_meeting
i need to report credit card theft,report_lost_card
i would like to listen to a funny joke,tell_joke
tell me where i can get more information on getting a job at the post office,out_of_scope
i was trying to get food at publix why was my card declined,card_declined
i can t find my visa card and i want to report it as lost please,report_lost_card
would you call yourself a human or a computer,are_you_a_bot
what temp is the ac at,smart_home
please tell me all items on my todo list,todo_list
i d like to get dinner suggestions for thai food,meal_suggestion
can you notify the bank to put a stop on my account,freeze_account
find me a flight from seattle to detroit for less than 200 dollars,book_flight
show me the transactions made on my business card for supplies last quarter,transactions
name some things i should do while in evans,travel_suggestion
notify my bank i am travailing from denver to la,travel_notification
can you do a coin flip for me ai,flip_coin
when is my flight going to board,flight_status
i need to find a nice hotel with solid reviews in seattle,book_hotel
i m out of paper towels so will you order me some more,order
whats this song,what_song
when will george rr martin publish the next game of thrones book,out_of_scope
what do i need to change my oil,oil_change_how
i need a good joke about office parties,tell_joke
how many kinds of nutrients does a glass of rice milk have,nutrition_info
raise volume,change_volume
what is my minimum payment and when is it due,min_payment
i need to know what restaurants are near me,restaurant_suggestion
can i increase the credit limit on my visa card,credit_limit_change
can you tell me the current time,time
how do i cash the reward for first bankcard,redeem_rewards
for how long have you existed,how_old_are_you
i need x s routing number,routing
was a hold placed on my wells fargo account and if so why,account_blocked
find out when my next upcoming payday will be,payday
tell me a good joke,tell_joke
i want to report fraudulent activity on my card,report_fraud
start a new text to maureen and tell her i go mom s christmas present,text
i need to set up a direct deposit for my paycheck,direct_deposit
does iron maiden have any new releases,out_of_scope
how much money have i spent on groceries recently,spending_history
who should i apply for a credit card for,new_card
check the apr on my disney visa please,apr
what do i earn on average at my job,income
what do i do if i need my w2 for my my taxes,w2
can a polar bear live in alabama,out_of_scope
is bacon on my shopping list add if it s not,shopping_list_update
when will i recieve my next paycheck,payday
not sure maybe,maybe
what name do you prefer,what_is_your_name
can you tell me if i might be able to apply for a new credit card,new_card
create a reminder to change my oil,reminder_update
i need to locate my phone,find_phone
how much gas is in my tank,gas
go back to your manufacturers settings,reset_settings
what s the expiry month of my card,expiration_date
do my tires need air,tire_pressure
how can i find my current location,current_location
were you born here,where_are_you_from
can you set me a reminder,reminder_update
pay my electric bill from my park bank account,pay_bill
how do you make fried rice,recipe
i want to report fraudulent activity on my mastercard,report_fraud
can you tell me what day my next paycheck will come,payday
perform a search for my most recent balance on my amex account,balance
i need to get a hold of my w 2 right now,w2
what funny jokes do you know,tell_joke
can i ask your name,what_is_your_name
are you from here,where_are_you_from
i m going out of the country and need to notify my bank,travel_notification
when will my next paycheck come,payday
can you end the task,cancel
switch to the next song on this playlist please,next_song
if i take the bus how long will it take to get to dubrovnik,distance
tell me how long i ought to spend preparing fajitas,cook_time
what date was my car last at the mechanics,last_maintenance
when is the expiration date of my credit card,expiration_date
is my order being delivered soon,order_status
list the things i wanted to remember,reminder
is my replacement card due to arrive in the mail today,replacement_card_duration
i had a pleasure talking to you see you later,goodbye
tell me the meaning of life,meaning_of_life
set me up with an uber,uber
can you see how many calories are in cream of mushroom soup,calories
not happening,no
i want you to repeat that,repeat
how can i change centimeters into inches,measurement_conversion
i want my chase account blocked immediately,freeze_account
use the word ataraxy in a sentence,definition
what is the square root of 888,calculator
create a timer for me,timer
is the pnc bank open,out_of_scope
would you remove bread from my shopping list and add bread,shopping_list_update
what s the current weather,weather
how long does it take to become an architect,out_of_scope
i want to put thank you on my playlist called relaxing jams,update_playlist
does japan have any travel alerts i should be aware of,travel_alert
what s the damage on my federal tax return,taxes
please link with my phone,sync_device
let my group know what my current location is,share_location
confirm my reservation for march 12 at 9 00 am,confirm_reservation
i want to know my spending limit,credit_limit
search my contacts for the auto repair place,out_of_scope
will my vacation be approved soon,pto_request_status
please read me the last text message i received,out_of_scope
i want to know how to go about getting a new credit card,new_card
in what state were you born,where_are_you_from
what is the year to date total on my vacation days,pto_balance
is anything being newscasted about the threat of famine in chadu,out_of_scope
not that,no
when will my order be delivered,order_status
i need you to switch to my original settings,reset_settings
how can i find out about new insurance,insurance_change
what amount do i make,income
i need a table for 3 at 5pm at andrea s steakhouse under wheeler,restaurant_reservation
are socket converters needed if i m going to cape town,plug_type
a table for two needs to be reserved for 7 00pm at olive garden using the name michael,restaurant_reservation
who would you say that you are employed by,who_do_you_work_for
does my visa have international transaction fees,international_fees
how much does my water and electricity cost,bill_balance
i m going to need a hotel in tampa near ybor city for march 23rd through the 28th,book_hotel
wake me in an hour,timer
no that is not right,no
do you know the total number of vacation days i have used,pto_used
your new name is joe okay,change_ai_name
is there traffic on dove road,traffic
what s the name of this release,what_song
will my 401k rollover or not,rollover_401k
how long do i cook this for,cook_time
please flip the coin,flip_coin
which day is it that my payment comes in,payday
when do i have to pay my gas bill by,bill_due
does luigi s take reservations,accept_reservations
for travel to argentina do i need to get a travel visa,international_visa
how do you get your visa card rewards,redeem_rewards
would vaccinations be needed if i go here,vaccines
how long will it take to reach my doctors office,distance
what is my balance,balance
when is the date my visa card will expire,expiration_date
you can call me michael,change_user_name
calorie content of dr pepper,calories
are the reviews for ned s good,restaurant_reviews
do you want peanut butter for your lunches this week,shopping_list
set a reminder to go grocery shopping,reminder_update
am i your employer,who_do_you_work_for
i appreciate the assistance,thank_you
are there any meetings for today on my calendar,meeting_schedule
i am choosing heads now please flip that coin,flip_coin
what is the current credit limit i have on my wells fargo mastercard,credit_limit
what do i have to pay on my amex that is the minimum,min_payment
it appears my luggage is lost,lost_luggage
to what extent until the following free day,next_holiday
am i able to increase the limit on my visa card,credit_limit_change
can i used the same type of plug in z as i do in the us,plug_type
how long does bread last,food_last
what s the status of by delta flight,flight_status
can i get some more checkbooks sent to me,order_checks
i am happy you did that for me,thank_you
what is the exact time,time
looking at january show all wine purchases,transactions
what is my bank routing number,routing
how many vacation days do i still have,pto_balance
if my card was stolen where do i report it,report_lost_card
tell me all updates about my order s status,order_status
are you 16 years old,how_old_are_you
ai please stop your current task,cancel
please let me know how much my gas bill is,bill_balance
what is the name of the song that s playing on the radio right now,what_song
what is on my schedule for tomorrow,calendar
how do i apply do get myself a visa,new_card
let me know how to get to the starbucks nearby,directions
what is the credit card apr please,apr
the temperature of the ac what is it at,smart_home
i want to change to male voice,change_accent
how about i call you sue,change_ai_name
no that isn t correct,no
why is my bank account locked,account_blocked
i want you to add milk on my shopping list unless it is already on it,shopping_list_update
how high is my credit limit for my wells fargo card,credit_limit
please check if god is really living in a small apartment in brussels,out_of_scope
tell me my tax rate,taxes
will i run out of gas before i get to sioux falls,gas
what is the total of my state taxes,taxes
i was at macys trying to buy shoes and my card got declined,card_declined
do you know my health benefits,insurance
remind me of how days i had off so far for the year,pto_used
share my coordinates with melissa and doug,share_location
what do i have on my calendar for march 11,calendar
do i need a travel visa to visit canada,international_visa
how many people live in taiwan,out_of_scope
have you seen the remote,out_of_scope
are meeting rooms free between 8 3,schedule_meeting
on what day do i pay my car payment,bill_due
book me a rental car in aiken on may 12 to may 16,car_rental
pocki sticks has how many calories,calories
french time zone,timezone
find the nutrition info for bell peppers for me,nutrition_info
what s your age again,how_old_are_you
you can stop talking ai,cancel
how long until my flight is here,flight_status
can you order an iphone7 for me with two day free delivery,order
do you have a name that i can call you,what_is_your_name
how long should i fry an egg for,cook_time
i need to know my current gps coordinates,current_location
reservations for two need to be made using michael s name for 7 00pm at olive garden,restaurant_reservation
please set up a reminder for me,reminder_update
tell me what you are capable of answering,what_can_i_ask_you
what date do i get my next paycheck,payday
can you help me find out how to get a new credit card,new_card
i agree,yes
my card is impaired and i can t use it,damaged_card
can you adjust the speed of your voice,change_speed
how do i create a meeting,schedule_meeting
am i scheduled for any gatherings today,meeting_schedule
please add an item to my calendar that i need to clean the kitchen on thursday,calendar_update
do i already have cereal on my shopping list,shopping_list
what do you do when you re not working,what_are_your_hobbies
do you enjoy any hobbies,what_are_your_hobbies
could you translate water into dutch for me,translate
how can i rollover my 401k at my new job,rollover_401k
today is what day of the week,date
i want my original settings back,reset_settings
show everything on my to buy list,shopping_list
how would i say hello in french,translate
would i need any immunization if i go to thailand,vaccines
give me the status of my vacation request,pto_request_status
what is the meaning of word alliance,definition
i need to know what tasks are on my to do list,todo_list
what do i need to do to get new insurance,insurance_change
ai how are you doing,greeting
whats the most recent status for my virgin air flight,flight_status
is a travel visa needed for thailand,international_visa
i was wondering what my credit score is,credit_score
how do i jump start a battery,jump_start
does dhl deliver to my address,out_of_scope
how do i make a taco that s worth eating,recipe
when did last go to the auto repair shop,last_maintenance
can you please convert 30 usd to canadian dollars,exchange_rate
i need to call my friend,make_call
i would like to know what flights are available out of el paso to dallas on june 10 for under 300,book_flight
place a hold on my bank account,freeze_account
what percentage of gas do i have left,gas
i am in the mood to listen to mack the knife,play_music
where is the closest mcdonalds,directions
switch the language setting over to german,change_language
oh hell no that d be terrible ,no
don t you work for someone else,who_do_you_work_for
how many cs are in acquiescence,spelling
do i need to fill my tires,tire_pressure
can i get new checks to replace the ones we ran out of,order_checks
add the thong song by cisqo to my playlist please,update_playlist
how many more pto days are there for me,pto_balance
how many mpg does this car get in the city,mpg
y check engine light currently came on and i need assistance with it,schedule_maintenance
goodbye to you,goodbye
skip and next,next_song
what kind of things do you do when you have free time,what_are_your_hobbies
i want to go to korea do i need an international visa,international_visa
schedule car repairs,schedule_maintenance
is there any good place for mexican food in hawaii,restaurant_suggestion
tomorrow what will the date be,date
i have credit card points but don t know how to use them,redeem_rewards
text my friend for me and tell them to meet me later,text
i don t have a clue,maybe
can you tell me if there are meeting rooms available between 1 and 4,schedule_meeting
hey how s it hanging,greeting
what is the carry on policy for flights on lufthansa,carry_on
you re how old,how_old_are_you
what company wrote your code,who_made_you
can you spell water,spelling
what did i spend at bath and body works last month,spending_history
visa s are hard to get do i need one when i travel to israel,international_visa
i wanna know the interest rate on my bank of america cd account,interest_rate
how do i place an order for more checks for my bank of america account,order_checks
i want you to order everything on my shopping list,order
when should i get my oil changed,oil_change_when
show me yesterday s last transaction,transactions
what s on my todo list,todo_list
let ben and jerry know where i am,share_location
i need a van that seats 8 or more for new york city august 12th 13th and 14th,car_rental
volume needs to be at 4,change_volume
your accent needs to be changed,change_accent
can you find out for me when my credit card will be expiring,expiration_date
what restaurants are pet friendly near here,restaurant_suggestion
can i update my insurance policy,insurance_change
how many rooms are available between 2 and 3,schedule_meeting
i d rather have you call be ray ray,change_user_name
is it safe for people to travel to pakistan,travel_alert
can i rent a car out of lax from tuesday to thursday,car_rental
